t_id,probability
19778,0.494089
21465,0.497525
25493,0.473317
8272,0.489739
24140,0.517722
633,0.521179
30355,0.511898
13873,0.510579
2835,0.496544
11453,0.513082
9035,0.49637
19391,0.494948
16637,0.515513
1644,0.516533
2404,0.539867
13152,0.501454
18352,0.470826
3503,0.52293
16219,0.47319
5372,0.470727
9849,0.495967
9688,0.479085
10470,0.516802
25916,0.500575
21486,0.50301
8827,0.513806
29318,0.536709
24955,0.515467
15945,0.512799
13362,0.519228
17559,0.509787
22055,0.483758
27144,0.49827
6312,0.486397
9684,0.519748
16769,0.506331
19850,0.535432
7779,0.499749
9906,0.471624
30553,0.505732
29716,0.502613
23374,0.501818
5150,0.489949
16089,0.497476
29349,0.53067
20046,0.507903
3795,0.499976
9378,0.498399
7030,0.48966
19027,0.507988
30371,0.463068
23582,0.514739
830,0.502423
31362,0.511335
28815,0.506091
2661,0.501722
24581,0.489352
30986,0.488155
10684,0.504244
25635,0.502046
10469,0.494079
22246,0.521363
7112,0.475253
2759,0.528262
29498,0.493587
5212,0.478307
8130,0.485817
10850,0.492455
25922,0.482188
4607,0.500596
4270,0.53172
2402,0.482592
27879,0.49607
28549,0.488526
18434,0.487409
12787,0.489263
23137,0.511933
85,0.52081
2130,0.532025
24702,0.517904
24505,0.535288
22785,0.480669
11885,0.531405
24785,0.515616
9321,0.501319
16499,0.501613
23628,0.496951
282,0.512412
19210,0.492136
13650,0.461095
19738,0.483091
25262,0.475192
17176,0.499592
2571,0.513249
31215,0.517853
26821,0.50153
20109,0.48788
8962,0.482272
17157,0.502484
22695,0.501691
26799,0.484982
30010,0.504475
16360,0.5081
16021,0.489184
16413,0.518303
18949,0.523265
21361,0.525561
20110,0.492777
7966,0.521228
6877,0.468901
19291,0.473059
31016,0.512076
22405,0.491865
18383,0.469556
190,0.497295
148,0.487025
11573,0.519224
14691,0.526396
7169,0.473833
16804,0.509661
19714,0.497313
14254,0.480808
23408,0.486894
16451,0.511883
9644,0.482861
5289,0.49725
17049,0.516565
24749,0.509155
3228,0.52003
14616,0.491998
31698,0.519882
3754,0.507312
11290,0.494577
16119,0.523383
24834,0.482666
29632,0.501763
31726,0.499871
31399,0.544183
8109,0.52256
31485,0.485289
21485,0.505687
4247,0.502511
14182,0.492494
11063,0.497406
12823,0.488671
2780,0.507035
8545,0.48739
29448,0.497464
9735,0.494328
6170,0.523931
6204,0.51558
21736,0.482006
18371,0.473274
27451,0.485374
18261,0.50089
16690,0.493258
19209,0.510495
334,0.513725
13155,0.48914
17380,0.5197
2804,0.502494
24034,0.495735
29244,0.479248
12948,0.514141
24516,0.529988
1099,0.498864
22841,0.516376
22790,0.471989
29634,0.503486
30831,0.505689
18185,0.496842
16306,0.508681
24640,0.46702
19293,0.476272
1530,0.484637
13081,0.468453
10616,0.511305
1622,0.55615
30668,0.539081
2502,0.525953
5229,0.502468
1253,0.473024
16414,0.501578
28735,0.495412
5942,0.512851
24999,0.50735
20013,0.490135
1269,0.495182
18124,0.485474
22677,0.508345
19574,0.527082
29903,0.514512
8508,0.483732
27086,0.514367
20667,0.499021
18422,0.465376
12895,0.516622
25871,0.505548
4810,0.489673
15992,0.480113
5431,0.510784
5948,0.499313
21636,0.497595
30325,0.506414
23662,0.482384
19906,0.510446
15924,0.506185
18165,0.527302
4201,0.493973
25474,0.508661
6106,0.493308
15608,0.51534
18915,0.502548
20193,0.489264
6307,0.489358
7597,0.47964
11789,0.486013
29362,0.49943
21286,0.522201
26333,0.473686
22957,0.504915
11985,0.48945
28604,0.499535
52,0.515001
3025,0.502686
4038,0.514631
16128,0.47754
6231,0.480153
10207,0.530805
14340,0.517898
13572,0.491663
8640,0.505525
187,0.499865
18488,0.484812
13658,0.475403
20835,0.505081
1877,0.503702
438,0.454794
11657,0.500216
3116,0.512484
14365,0.497399
11435,0.498412
1874,0.510265
13459,0.516969
26209,0.513127
30278,0.549597
2094,0.520533
6746,0.512834
13761,0.475628
29514,0.481851
26544,0.479763
9074,0.500995
23536,0.483307
15103,0.517279
28214,0.519638
3550,0.503548
12655,0.494788
16530,0.509361
18492,0.507265
14871,0.5132
4742,0.491276
4148,0.497413
9011,0.508945
19310,0.500873
26675,0.516453
19747,0.517014
17617,0.52626
4924,0.485274
17968,0.457963
27885,0.482749
31334,0.486694
9596,0.497001
10282,0.498711
20604,0.510882
25709,0.47141
2419,0.513743
14981,0.48973
29665,0.482101
3205,0.49647
19664,0.470672
19542,0.509564
19398,0.50635
25756,0.493385
27844,0.483004
29026,0.507455
20004,0.494754
25741,0.46708
12352,0.520957
9462,0.523542
16315,0.468508
20593,0.474698
15625,0.526302
29942,0.507756
9789,0.492137
28150,0.490564
4932,0.503037
27255,0.506413
23178,0.50678
24449,0.498967
10198,0.478026
7718,0.517772
11410,0.497869
22025,0.489639
2705,0.448119
20451,0.526504
