t_id,probability
19778,0.500823
21465,0.521242
25493,0.464685
8272,0.495911
24140,0.534148
633,0.522509
30355,0.531029
13873,0.515973
2835,0.506674
11453,0.529075
9035,0.479924
19391,0.491969
16637,0.489689
1644,0.520682
2404,0.54916
13152,0.499095
18352,0.462871
3503,0.530252
16219,0.452766
5372,0.443144
9849,0.520488
9688,0.486159
10470,0.545868
25916,0.527008
21486,0.515839
8827,0.51689
29318,0.556102
24955,0.505335
15945,0.530302
13362,0.542725
17559,0.505732
22055,0.476865
27144,0.504288
6312,0.454375
9684,0.525692
16769,0.524874
19850,0.557444
7779,0.498115
9906,0.452957
30553,0.50981
29716,0.515777
23374,0.484031
5150,0.482465
16089,0.480059
29349,0.554768
20046,0.518127
3795,0.523993
9378,0.47457
7030,0.460448
19027,0.512891
30371,0.449197
23582,0.54355
830,0.500648
31362,0.508696
28815,0.52551
2661,0.499134
24581,0.485205
30986,0.493718
10684,0.510027
25635,0.509208
10469,0.50151
22246,0.541021
7112,0.451599
2759,0.535025
29498,0.500445
5212,0.463908
8130,0.493108
10850,0.52497
25922,0.446252
4607,0.513784
4270,0.540441
2402,0.492311
27879,0.51028
28549,0.50514
18434,0.48794
12787,0.483938
23137,0.504361
85,0.529957
2130,0.556239
24702,0.533182
24505,0.539085
22785,0.480915
11885,0.543863
24785,0.497626
9321,0.502483
16499,0.526711
23628,0.516363
282,0.513671
19210,0.485061
13650,0.478524
19738,0.488795
25262,0.459654
17176,0.504453
2571,0.501501
31215,0.52394
26821,0.528414
20109,0.465949
8962,0.457306
17157,0.478189
22695,0.484663
26799,0.516675
30010,0.522489
16360,0.506647
16021,0.491245
16413,0.511811
18949,0.548642
21361,0.537274
20110,0.490461
7966,0.534353
6877,0.44669
19291,0.443153
31016,0.514733
22405,0.495146
18383,0.446185
190,0.531773
148,0.457096
11573,0.529266
14691,0.541172
7169,0.481714
16804,0.49647
19714,0.494023
14254,0.501456
23408,0.496934
16451,0.504317
9644,0.475204
5289,0.485345
17049,0.510875
24749,0.477453
3228,0.527284
14616,0.491646
31698,0.51392
3754,0.547077
11290,0.492969
16119,0.528704
24834,0.486325
29632,0.518704
31726,0.496577
31399,0.563834
8109,0.528111
31485,0.490179
21485,0.496031
4247,0.529616
14182,0.492472
11063,0.496365
12823,0.492308
2780,0.556597
8545,0.51802
29448,0.498512
9735,0.502216
6170,0.518152
6204,0.523907
21736,0.461705
18371,0.468904
27451,0.464364
18261,0.501276
16690,0.480487
19209,0.510195
334,0.498178
13155,0.495311
17380,0.523633
2804,0.497852
24034,0.498712
29244,0.451796
12948,0.504722
24516,0.52487
1099,0.491399
22841,0.521977
22790,0.479955
29634,0.518429
30831,0.510258
18185,0.490524
16306,0.49549
24640,0.465764
19293,0.47202
1530,0.463772
13081,0.477836
10616,0.515194
1622,0.571042
30668,0.519266
2502,0.531113
5229,0.499939
1253,0.469694
16414,0.506223
28735,0.485571
5942,0.521777
24999,0.510249
20013,0.487108
1269,0.47606
18124,0.486225
22677,0.525124
19574,0.524655
29903,0.517096
8508,0.467346
27086,0.51918
20667,0.510365
18422,0.448267
12895,0.533048
25871,0.51133
4810,0.503443
15992,0.479326
5431,0.519097
5948,0.532228
21636,0.512946
30325,0.518479
23662,0.455734
19906,0.513294
15924,0.515175
18165,0.516998
4201,0.489837
25474,0.503522
6106,0.463526
15608,0.518479
18915,0.508751
20193,0.465011
6307,0.467141
7597,0.488688
11789,0.490329
29362,0.505431
21286,0.503737
26333,0.455438
22957,0.494277
11985,0.482709
28604,0.485287
52,0.523634
3025,0.497938
4038,0.535369
16128,0.451694
6231,0.474858
10207,0.547869
14340,0.527127
13572,0.482172
8640,0.523638
187,0.508415
18488,0.484776
13658,0.482334
20835,0.498667
1877,0.516271
438,0.434772
11657,0.49373
3116,0.491118
14365,0.499875
11435,0.492425
1874,0.527756
13459,0.542766
26209,0.529322
30278,0.56431
2094,0.529052
6746,0.528004
13761,0.465912
29514,0.500838
26544,0.472628
9074,0.512822
